CODE ,DESCRIPTION,QTY,UNIT PRICE,DATE,TIME,TYPE,PAYMENT METHOD,TOTAL AMOUNT
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,13:53:23,Take Out,QR Pay,7
11C,Fried Golden Fish Roll (2 pcs),1,5,10/12/2024,13:53:23,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,10/12/2024,13:58:44,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,10/12/2024,14:06:10,Take Out,QR Pay,6.5
11B,Fried Fish Ball (7 pcs),1,5,10/12/2024,14:06:10,Take Out,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,10/12/2024,14:13:40,Take Out,QR Pay,8.5
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,14:18:13,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,10/12/2024,14:18:13,Take Out,QR Pay,9
7B,Honey Sauce Fish,1,9,10/12/2024,14:18:13,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,14:19:11,Dine In,Cash,9
9B,Black Pepper Sauce Duck,1,9,10/12/2024,14:19:11,Dine In,Cash,9
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,14:19:11,Dine In,Cash,7
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,10/12/2024,14:19:58,Dine In,Cash,6.5
3A,Jin Xiang Sauce Chicken,1,7,10/12/2024,14:19:58,Dine In,Cash,7
8B,Black Paper Sauce Fish,1,9,10/12/2024,14:27:29,Take Out,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,10/12/2024,14:27:29,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,10/12/2024,14:27:29,Take Out,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,10/12/2024,14:33:15,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,14:33:15,Take Out,QR Pay,7
6B,Si Chuan Mala Sauce Fish,1,9,10/12/2024,14:33:15,Take Out,QR Pay,9
1A,Salt Egg Butter Milk Chicken,1,8,10/12/2024,14:34:26,Take Out,QR Pay,8
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,10/12/2024,14:34:26,Take Out,QR Pay,8.5
7A,Honey Sauce Chicken,1,8,10/12/2024,14:34:26,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,14:39:33,Dine In,Cash,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,10/12/2024,14:39:33,Dine In,Cash,8.5
2A,Sweet & Sour Sauce Chicken,1,7,10/12/2024,14:48:57,Take Out,QR Pay,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,10/12/2024,14:48:57,Take Out,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,10/12/2024,14:48:57,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,10/12/2024,14:50:56,Dine In,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,10/12/2024,14:50:56,Dine In,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,10/12/2024,14:50:56,Dine In,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,10/12/2024,14:53:42,Take Out,QR Pay,6.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,10/12/2024,14:53:42,Take Out,QR Pay,5
7B,Honey Sauce Fish,1,9,10/12/2024,14:53:42,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,2,9,10/12/2024,14:59:12,Dine In,Cash,18
6A,Si Chuan Mala Sauce Chicken,1,8,10/12/2024,14:59:12,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,10/12/2024,15:09:57,Take Out,QR Pay,6.5
11A,Fried Chicken Roll (2 pcs),1,5,10/12/2024,15:09:57,Take Out,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,10/12/2024,15:18:29,Take Out,QR Pay,8.5
11A,Fried Chicken Roll (2 pcs),1,5,10/12/2024,15:18:29,Take Out,QR Pay,5
9,Teriyaki Sauce Duck,1,9,10/12/2024,15:20:23,Take Out,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,10/12/2024,15:25:06,Take Out,QR Pay,8.5
9B,Black Pepper Sauce Duck,1,9,10/12/2024,15:25:06,Take Out,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,10/12/2024,15:25:06,Take Out,QR Pay,5
9M,Salt Egg Mala Sauce Duck,1,9,10/12/2024,15:25:21,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,10/12/2024,15:25:21,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,10/12/2024,15:25:21,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,15:30:17,Take Out,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,10/12/2024,15:30:17,Take Out,QR Pay,6.5
11C,Fried Golden Fish Roll (2 pcs),1,5,10/12/2024,15:30:17,Take Out,QR Pay,5
11,Fried Chicken Wan-Tan (5 pcs),1,5,10/12/2024,15:33:10,Take Out,QR Pay,5
2A,Sweet & Sour Sauce Chicken,1,7,10/12/2024,15:36:30,Dine In,QR Pay,7
11A,Fried Chicken Roll (2 pcs),2,5,10/12/2024,15:36:30,Dine In,QR Pay,10
9M,Salt Egg Mala Sauce Duck,1,9,10/12/2024,15:38:44,Dine In,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,15:41:54,Dine In,Cash,9
3B,Jin Xiang Sauce Fish,1,8,10/12/2024,15:41:54,Dine In,Cash,8
5B,Thai Patpet Sauce Fish,1,9,10/12/2024,15:41:54,Dine In,Cash,9
5B,Thai Patpet Sauce Fish,1,9,10/12/2024,15:47:49,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,15:49:36,Take Out,QR Pay,9
8B,Black Paper Sauce Fish,1,9,10/12/2024,15:49:36,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,10/12/2024,15:51:23,Dine In,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,10/12/2024,15:54:53,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,15:57:08,Dine In,Cash,7
2A,Sweet & Sour Sauce Chicken,1,7,10/12/2024,16:01:59,Take Out,QR Pay,7
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,16:06:10,Dine In,Cash,9
2A,Sweet & Sour Sauce Chicken,1,7,10/12/2024,16:08:10,Take Out,QR Pay,7
3A,Jin Xiang Sauce Chicken,1,7,10/12/2024,16:08:10,Take Out,QR Pay,7
11C,Fried Golden Fish Roll (2 pcs),1,5,10/12/2024,16:09:28,Take Out,QR Pay,5
9B,Black Pepper Sauce Duck,1,9,10/12/2024,16:15:58,Dine In,Cash,9
7A,Honey Sauce Chicken,2,8,10/12/2024,16:15:58,Dine In,Cash,16
1A,Salt Egg Butter Milk Chicken,1,8,10/12/2024,16:18:44,Dine In,QR Pay,8
5A,Thai Patpet Sauce Chicken,1,8,10/12/2024,16:18:44,Dine In,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,16:19:03,Dine In,Cash,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,10/12/2024,16:19:03,Dine In,Cash,6.5
6A,Si Chuan Mala Sauce Chicken,1,8,10/12/2024,16:19:03,Dine In,Cash,8
1A,Salt Egg Butter Milk Chicken,1,8,10/12/2024,16:22:59,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,16:22:59,Take Out,QR Pay,7
11A,Fried Chicken Roll (2 pcs),1,5,10/12/2024,16:22:59,Take Out,QR Pay,5
1A,Salt Egg Butter Milk Chicken,1,8,10/12/2024,16:25:58,Take Out,QR Pay,8
6A,Si Chuan Mala Sauce Chicken,1,8,10/12/2024,16:30:02,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,10/12/2024,16:30:02,Take Out,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,10/12/2024,16:30:49,Take Out,QR Pay,7
3A,Jin Xiang Sauce Chicken,1,7,10/12/2024,16:30:49,Take Out,QR Pay,7
4B,Gong Bao Sauce Fish,1,8,10/12/2024,16:31:45,Dine In,QR Pay,8
11C,Fried Golden Fish Roll (2 pcs),1,5,10/12/2024,16:31:45,Dine In,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,10/12/2024,16:31:45,Dine In,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,10/12/2024,16:32:38,Take Out,QR Pay,7
11A,Fried Chicken Roll (2 pcs),1,5,10/12/2024,16:32:38,Take Out,QR Pay,5
6B,Si Chuan Mala Sauce Fish,1,9,10/12/2024,16:32:38,Take Out,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,10/12/2024,16:34:03,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,10/12/2024,16:35:14,Take Out,QR Pay,9
5A,Thai Patpet Sauce Chicken,1,8,10/12/2024,16:35:14,Take Out,QR Pay,8
5A,Thai Patpet Sauce Chicken,1,8,10/12/2024,16:45:14,Dine In,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,10/12/2024,16:46:29,Take Out,QR Pay,6.5
9M,Salt Egg Mala Sauce Duck,1,9,10/12/2024,16:46:29,Take Out,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,10/12/2024,16:46:34,Take Out,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,10/12/2024,16:46:34,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,10/12/2024,16:46:34,Take Out,QR Pay,5
1A,Salt Egg Butter Milk Chicken,1,8,10/12/2024,16:50:14,Dine In,Cash,8
1A,Salt Egg Butter Milk Chicken,1,8,10/12/2024,16:52:09,Dine In,QR Pay,8
5B,Thai Patpet Sauce Fish,2,9,10/12/2024,16:52:09,Dine In,QR Pay,18
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,17:04:47,Take Out,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,10/12/2024,17:04:47,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,17:04:47,Take Out,QR Pay,7
9,Teriyaki Sauce Duck,1,9,10/12/2024,17:07:44,Take Out,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,10/12/2024,17:07:44,Take Out,QR Pay,5
6B,Si Chuan Mala Sauce Fish,1,9,10/12/2024,17:07:44,Take Out,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,10/12/2024,17:09:43,Take Out,QR Pay,8.5
5B,Thai Patpet Sauce Fish,1,9,10/12/2024,17:15:51,Take Out,QR Pay,9
1A,Salt Egg Butter Milk Chicken,1,8,10/12/2024,17:18:02,Take Out,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,10/12/2024,17:18:02,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,10/12/2024,17:18:02,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,10/12/2024,17:18:45,Dine In,Cash,9
9,Teriyaki Sauce Duck,1,9,10/12/2024,17:18:45,Dine In,Cash,9
5A,Thai Patpet Sauce Chicken,1,8,10/12/2024,17:18:45,Dine In,Cash,8
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,17:22:06,Take Out,QR Pay,7
8A,Black Paper Sauce Chicken,1,8,10/12/2024,17:26:23,Dine In,Cash,8
1B,Salt Egg Butter Milk Fish,1,9,10/12/2024,17:26:23,Dine In,Cash,9
7A,Honey Sauce Chicken,1,8,10/12/2024,17:26:23,Dine In,Cash,8
14,Cantonise Yi Mee,1,6.5,10/12/2024,17:27:46,Dine In,QR Pay,6.5
3A,Jin Xiang Sauce Chicken,1,7,10/12/2024,17:27:46,Dine In,QR Pay,7
11B,Fried Fish Ball (7 pcs),1,5,10/12/2024,17:27:46,Dine In,QR Pay,5
3B,Jin Xiang Sauce Fish,1,8,10/12/2024,17:32:38,Take Out,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,10/12/2024,17:36:04,Take Out,QR Pay,7
3B,Jin Xiang Sauce Fish,1,8,10/12/2024,17:36:04,Take Out,QR Pay,8
7A,Honey Sauce Chicken,1,8,10/12/2024,17:36:04,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,10/12/2024,17:37:14,Take Out,QR Pay,6.5
2B,Sweet & Sour Sauce Fish,1,8,10/12/2024,17:37:14,Take Out,QR Pay,8
4A,Gong Bao Sauce Chicken,1,7,10/12/2024,17:37:14,Take Out,QR Pay,7
2B,Sweet & Sour Sauce Fish,1,8,10/12/2024,17:39:11,Dine In,QR Pay,8
11A,Fried Chicken Roll (2 pcs),1,5,10/12/2024,17:39:11,Dine In,QR Pay,5
11A,Fried Chicken Roll (2 pcs),1,5,10/12/2024,17:43:57,Take Out,QR Pay,5
11C,Fried Golden Fish Roll (2 pcs),1,5,10/12/2024,17:43:57,Take Out,QR Pay,5
2A,Sweet & Sour Sauce Chicken,1,7,10/12/2024,17:48:20,Dine In,QR Pay,7
9B,Black Pepper Sauce Duck,1,9,10/12/2024,17:48:20,Dine In,QR Pay,9
4B,Gong Bao Sauce Fish,1,8,10/12/2024,17:48:20,Dine In,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,10/12/2024,17:53:54,Dine In,QR Pay,9
8B,Black Paper Sauce Fish,1,9,11/12/2024,11:00:40,Dine In,Cash,9
9B,Black Pepper Sauce Duck,1,9,11/12/2024,11:02:29,Dine In,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,11/12/2024,11:02:29,Dine In,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,11:02:29,Dine In,QR Pay,5
9M,Salt Egg Mala Sauce Duck,1,9,11/12/2024,11:11:27,Dine In,Cash,9
11C,Fried Golden Fish Roll (2 pcs),1,5,11/12/2024,11:11:27,Dine In,Cash,5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,11/12/2024,11:13:55,Dine In,Cash,6.5
4B,Gong Bao Sauce Fish,1,8,11/12/2024,11:13:55,Dine In,Cash,8
6B,Si Chuan Mala Sauce Fish,1,9,11/12/2024,11:13:55,Dine In,Cash,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,11/12/2024,11:16:46,Take Out,QR Pay,9.5
9B,Black Pepper Sauce Duck,1,9,11/12/2024,11:16:46,Take Out,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,11/12/2024,11:17:07,Dine In,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,11/12/2024,11:17:07,Dine In,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,11:19:40,Take Out,QR Pay,8
11C,Fried Golden Fish Roll (2 pcs),1,5,11/12/2024,11:19:40,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,11/12/2024,11:20:07,Dine In,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,11/12/2024,11:20:07,Dine In,QR Pay,9.5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,11/12/2024,11:31,Dine In,QR Pay,6.5
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,11:31,Dine In,QR Pay,8
11A,Fried Chicken Roll (2 pcs),1,5,11/12/2024,11:33:32,Dine In,QR Pay,5
8A,Black Paper Sauce Chicken,1,8,11/12/2024,11:36:59,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,11:44:27,Dine In,QR Pay,5
2A,Sweet & Sour Sauce Chicken,1,7,11/12/2024,11:46:07,Take Out,QR Pay,7
9B,Black Pepper Sauce Duck,1,9,11/12/2024,11:46:23,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,11/12/2024,11:46:23,Take Out,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,11:51:06,Dine In,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,11/12/2024,11:51:06,Dine In,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,11/12/2024,11:58:11,Take Out,QR Pay,8
5B,Thai Patpet Sauce Fish,1,9,11/12/2024,12:02:21,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,2,9,11/12/2024,12:06:17,Take Out,QR Pay,18
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,12:06:45,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,12:11:24,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,11/12/2024,12:11:58,Take Out,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,11/12/2024,12:14:54,Dine In,Cash,7
2B,Sweet & Sour Sauce Fish,1,8,11/12/2024,12:19:49,Take Out,QR Pay,8
14,Cantonise Yi Mee,2,6.5,11/12/2024,12:20:11,Dine In,Cash,13
3A,Jin Xiang Sauce Chicken,1,7,11/12/2024,12:20:11,Dine In,Cash,7
14,Cantonise Yi Mee,1,6.5,11/12/2024,12:22:39,Dine In,QR Pay,6.5
5B,Thai Patpet Sauce Fish,1,9,11/12/2024,12:23:23,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,11/12/2024,12:24:41,Take Out,QR Pay,5
8A,Black Paper Sauce Chicken,1,8,11/12/2024,12:32:16,Dine In,QR Pay,8
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,11/12/2024,12:32:16,Dine In,QR Pay,8.5
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,12:32:16,Dine In,QR Pay,8
9,Teriyaki Sauce Duck,1,9,11/12/2024,12:32:21,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,12:32:21,Take Out,QR Pay,7
8A,Black Paper Sauce Chicken,1,8,11/12/2024,12:35:50,Dine In,QR Pay,8
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,12:35:50,Dine In,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,11/12/2024,12:39:59,Dine In,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,11/12/2024,12:39:59,Dine In,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,12:39:59,Dine In,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,11/12/2024,12:42:53,Take Out,QR Pay,8.5
11C,Fried Golden Fish Roll (2 pcs),1,5,11/12/2024,12:42:53,Take Out,QR Pay,5
1B,Salt Egg Butter Milk Fish,1,9,11/12/2024,12:43:55,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,12:43:55,Take Out,QR Pay,7
8A,Black Paper Sauce Chicken,1,8,11/12/2024,12:44:41,Dine In,Cash,8
9B,Black Pepper Sauce Duck,1,9,11/12/2024,12:44:41,Dine In,Cash,9
3A,Jin Xiang Sauce Chicken,1,7,11/12/2024,12:44:41,Dine In,Cash,7
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,11/12/2024,13:06:10,Take Out,QR Pay,9.5
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,13:11:44,Take Out,QR Pay,5
2B,Sweet & Sour Sauce Fish,1,8,11/12/2024,13:12:31,Dine In,Cash,8
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,13:12:31,Dine In,Cash,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,11/12/2024,13:25:03,Take Out,QR Pay,5
11,Fried Chicken Wan-Tan (5 pcs),1,5,11/12/2024,13:31:14,Dine In,Cash,5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,11/12/2024,13:33:41,Dine In,QR Pay,9.5
9M,Salt Egg Mala Sauce Duck,2,9,11/12/2024,13:33:41,Dine In,QR Pay,18
2B,Sweet & Sour Sauce Fish,2,8,11/12/2024,13:45:34,Dine In,Cash,16
9B,Black Pepper Sauce Duck,1,9,11/12/2024,13:46:53,Dine In,Cash,9
9M,Salt Egg Mala Sauce Duck,1,9,11/12/2024,13:48:15,Take Out,QR Pay,9
4B,Gong Bao Sauce Fish,1,8,11/12/2024,13:51:40,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,11/12/2024,13:51:40,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,11/12/2024,13:54:23,Dine In,QR Pay,5
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,13:54:23,Dine In,QR Pay,7
7B,Honey Sauce Fish,1,9,11/12/2024,13:56:59,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,11/12/2024,14:06:47,Dine In,QR Pay,9.5
2A,Sweet & Sour Sauce Chicken,1,7,11/12/2024,14:06:47,Dine In,QR Pay,7
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,14:09:58,Dine In,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,11/12/2024,14:10:03,Dine In,QR Pay,9
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,14:10:03,Dine In,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,11/12/2024,14:12:22,Take Out,QR Pay,9
5B,Thai Patpet Sauce Fish,1,9,11/12/2024,14:12:22,Take Out,QR Pay,9
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,14:14:06,Dine In,Cash,8
9M,Salt Egg Mala Sauce Duck,1,9,11/12/2024,14:14:06,Dine In,Cash,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,11/12/2024,14:14:06,Dine In,Cash,5
5A,Thai Patpet Sauce Chicken,1,8,11/12/2024,14:17:10,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,14:19:02,Dine In,Cash,8
8B,Black Paper Sauce Fish,1,9,11/12/2024,14:20:49,Take Out,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,11/12/2024,14:20:49,Take Out,QR Pay,6.5
6A,Si Chuan Mala Sauce Chicken,1,8,11/12/2024,14:20:49,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,14:28:24,Take Out,QR Pay,8
2A,Sweet & Sour Sauce Chicken,1,7,11/12/2024,14:28:24,Take Out,QR Pay,7
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,14:28:24,Take Out,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,11/12/2024,14:28:52,Dine In,QR Pay,7
5A,Thai Patpet Sauce Chicken,1,8,11/12/2024,14:30:54,Take Out,QR Pay,8
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,14:31,Take Out,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,11/12/2024,14:36:01,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,11/12/2024,14:38:07,Take Out,QR Pay,6.5
9B,Black Pepper Sauce Duck,1,9,11/12/2024,14:38:07,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,14:38:07,Take Out,QR Pay,7
8A,Black Paper Sauce Chicken,1,8,11/12/2024,14:39:21,Dine In,QR Pay,8
8B,Black Paper Sauce Fish,1,9,11/12/2024,14:39:21,Dine In,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,11/12/2024,14:39:21,Dine In,QR Pay,5
1B,Salt Egg Butter Milk Fish,1,9,11/12/2024,14:47:20,Dine In,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,11/12/2024,14:47:20,Dine In,QR Pay,6.5
7B,Honey Sauce Fish,1,9,11/12/2024,14:47:20,Dine In,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,11/12/2024,14:53:30,Dine In,Cash,8.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,11/12/2024,14:53:30,Dine In,Cash,9.5
7A,Honey Sauce Chicken,1,8,11/12/2024,14:53:30,Dine In,Cash,8
9,Teriyaki Sauce Duck,1,9,11/12/2024,14:56:19,Dine In,Cash,9
8A,Black Paper Sauce Chicken,1,8,11/12/2024,14:57:14,Take Out,QR Pay,8
5B,Thai Patpet Sauce Fish,2,9,11/12/2024,14:57:14,Take Out,QR Pay,18
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,14:58:12,Dine In,QR Pay,5
5B,Thai Patpet Sauce Fish,1,9,11/12/2024,14:58:12,Dine In,QR Pay,9
7B,Honey Sauce Fish,1,9,11/12/2024,14:58:12,Dine In,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,11/12/2024,15:00:09,Dine In,QR Pay,9
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,15:04:52,Dine In,QR Pay,8
11A,Fried Chicken Roll (2 pcs),1,5,11/12/2024,15:04:52,Dine In,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,11/12/2024,15:05:48,Take Out,QR Pay,8.5
4B,Gong Bao Sauce Fish,1,8,11/12/2024,15:05:48,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,15:06:04,Take Out,QR Pay,5
14,Cantonise Yi Mee,1,6.5,11/12/2024,15:08:24,Take Out,QR Pay,6.5
6B,Si Chuan Mala Sauce Fish,1,9,11/12/2024,15:08:24,Take Out,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,11/12/2024,15:09:03,Dine In,Cash,7
9M,Salt Egg Mala Sauce Duck,1,9,11/12/2024,15:09:03,Dine In,Cash,9
5A,Thai Patpet Sauce Chicken,1,8,11/12/2024,15:15:38,Take Out,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,11/12/2024,15:24:21,Take Out,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,11/12/2024,15:29:01,Dine In,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,11/12/2024,15:29:09,Take Out,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,11/12/2024,15:29:09,Take Out,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,11/12/2024,15:30:55,Dine In,Cash,9
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,15:30:55,Dine In,Cash,7
9,Teriyaki Sauce Duck,1,9,11/12/2024,15:33:09,Take Out,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,11/12/2024,15:33:09,Take Out,QR Pay,7
5B,Thai Patpet Sauce Fish,1,9,11/12/2024,15:33:09,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,11/12/2024,15:33:39,Dine In,Cash,8
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,15:33:39,Dine In,Cash,7
3A,Jin Xiang Sauce Chicken,1,7,11/12/2024,15:35:29,Dine In,QR Pay,7
6B,Si Chuan Mala Sauce Fish,1,9,11/12/2024,15:35:29,Dine In,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,11/12/2024,15:36:26,Take Out,QR Pay,7
5B,Thai Patpet Sauce Fish,2,9,11/12/2024,15:36:26,Take Out,QR Pay,18
2B,Sweet & Sour Sauce Fish,2,8,11/12/2024,15:49:40,Take Out,QR Pay,16
11B,Fried Fish Ball (7 pcs),1,5,11/12/2024,15:50:49,Take Out,QR Pay,5
3B,Jin Xiang Sauce Fish,1,8,11/12/2024,15:57:21,Dine In,Cash,8
4A,Gong Bao Sauce Chicken,1,7,11/12/2024,15:57:21,Dine In,Cash,7
6B,Si Chuan Mala Sauce Fish,1,9,11/12/2024,15:57:21,Dine In,Cash,9
11C,Fried Golden Fish Roll (2 pcs),1,5,11/12/2024,15:59:52,Dine In,Cash,5
